Flight	Flight Time	Entry	Data
61441	0	55353	
8193	0	55513	
40961	0	55586	
61441	0	55659	
16385	0	55733	
36865	0	55806	
57345	0	55878	
12289	0	55952	
40961	0	56025	
4097	0	56099	
1	0	66	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.460133 ] m  East: [ -0.13913 ] m  Down: [ 1.51263 ] m 
32769	0	56172	
40961	0	56331	
8193	0	56404	
28673	0	56477	
49153	0	56550	
4097	0	56624	
32769	0	56697	
61441	0	56770	
24577	0	56844	
53249	0	56917	
1	0	67	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.481096 ] m  East: [ -0.122459 ] m  Down: [ 1.54598 ] m 
16385	0	56991	
45057	0	57150	
20481	0	57224	
49153	0	57297	
12289	0	57371	
61441	0	57443	
24577	0	57517	
53249	0	57590	
16385	0	57664	
45057	0	57737	
1	0	68	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.534687 ] m  East: [ -0.0658827 ] m  Down: [ 1.55157 ] m 
8193	0	57811	
57345	0	57978	
24577	0	58052	
45057	0	58125	
1	0	58199	
20481	0	58272	
40961	0	58345	
61441	0	58418	
16385	0	58492	
40961	0	58565	
1	0	69	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.543805 ] m  East: [ -0.0270784 ] m  Down: [ 1.56661 ] m 
61441	0	58638	
28673	0	58796	
61441	0	58869	
16385	0	58943	
36865	0	59016	
12289	0	59089	
32769	0	59162	
53249	0	59235	
8193	0	59309	
28673	0	59382	
1	0	70	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.554473 ] m  East: [ -0.0815287 ] m  Down: [ 1.59916 ] m 
49153	0	59455	
20481	0	59614	
53249	0	59687	
8193	0	59761	
28673	0	59834	
49153	0	59907	
4097	0	59981	
24577	0	60054	
53249	0	60127	
8193	0	60201	
1	0	71	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.565145 ] m  East: [ -0.104755 ] m  Down: [ 1.62484 ] m 
28673	0	60274	
16385	0	60433	
49153	0	60506	
4097	0	60580	
49153	0	60652	
12289	0	60726	
40961	0	60799	
4097	0	60873	
32769	0	60946	
61441	0	61019	
1	0	72	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.563272 ] m  East: [ -0.101025 ] m  Down: [ 1.63211 ] m 
24577	0	61093	
40961	0	61251	
16385	0	61325	
45057	0	61398	
8193	0	61472	
36865	0	61545	
1	0	61619	
4097	0	61692	
32769	0	61765	
61441	0	61838	
1	0	73	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.57188 ] m  East: [ -0.0568593 ] m  Down: [ 1.64651 ] m 
24577	0	61912	
24577	4294967219	62071	
57345	0	62144	
24577	0	62217	
45057	0	62290	
1	0	62364	
20481	0	62437	
40961	0	62510	
61441	0	62583	
16385	0	62657	
1	0	74	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.585697 ] m  East: [ -0.0584822 ] m  Down: [ 1.67715 ] m 
36865	0	62730	
12289	0	62887	
45057	0	62960	
1	0	63034	
20481	0	63107	
40961	0	63180	
32769	0	63253	
53249	0	63326	
16385	0	63400	
45057	0	63473	
1	0	75	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.586777 ] m  East: [ -0.066197 ] m  Down: [ 1.699 ] m 
8193	0	63547	
53249	0	63707	
53249	127	63780	
16385	0	63854	
45057	0	63927	
8193	0	64001	
36865	0	64074	
1	0	64148	
28673	0	64221	
57345	0	64294	
1	0	76	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.586582 ] m  East: [ -0.0603238 ] m  Down: [ 1.73215 ] m 
24577	0	64368	
53249	0	64508	
4097	0	64582	
32769	0	64655	
61441	0	64728	
24577	0	64802	
4097	0	64875	
32769	0	64948	
61441	0	65021	
24577	0	65095	
1	0	77	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.570605 ] m  East: [ -0.0668019 ] m  Down: [ 1.75081 ] m 
53249	0	65168	
32769	0	65331	
40961	0	65403	
4097	0	65477	
32769	0	14	
61441	0	87	
24577	0	161	
53249	0	234	
16385	0	308	
45057	0	381	
1	0	78	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.562314 ] m  East: [ -0.0761837 ] m  Down: [ 1.80485 ] m 
8193	0	455	
36865	0	613	
4097	0	687	
24577	0	760	
53249	0	833	
32769	0	906	
61441	0	979	
24577	0	1053	
53249	0	1126	
16385	0	1200	
1	0	79	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.562146 ] m  East: [ -0.0789631 ] m  Down: [ 1.81716 ] m 
45057	0	1273	
1	0	1434	
32769	0	1507	
53249	0	1580	
16385	0	1654	
45057	0	1727	
8193	0	1801	
36865	0	1874	
1	0	1948	
28673	0	2021	
1	0	80	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.551464 ] m  East: [ -0.0340783 ] m  Down: [ 1.82758 ] m 
57345	0	2094	
8193	0	2253	
49153	0	2326	
12289	0	2400	
16385	0	2473	
45057	0	2546	
