Flight	Flight Time	Entry	Data
8193	0	13444	
8193	4294967203	13602	
49153	0	13675	
8193	0	13749	
32769	0	13822	
57345	0	13895	
16385	0	13969	
40961	0	14042	
1	0	14116	
24577	0	14189	
1	0	15	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
49153	0	14262	
36865	0	14420	
12289	0	14494	
36865	0	14567	
61441	0	14640	
20481	0	14714	
45057	0	14787	
4097	0	14861	
28673	0	14934	
53249	0	15007	
1	0	16	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.146291 ] m  East: [ -0.213371 ] m  Down: [ 0.240981 ] m 
12289	0	15081	
16385	0	15239	
57345	0	15312	
16385	0	15386	
40961	0	15459	
1	0	15533	
24577	0	15606	
49153	0	15679	
8193	0	15753	
32769	0	15826	
1	0	17	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.213808 ] m  East: [ 0 ] m  Down: [ 0.129562 ] m 
57345	0	15899	
12289	0	16058	
53249	0	16131	
12289	0	16205	
36865	0	16278	
61441	0	16351	
20481	0	16425	
45057	0	16498	
4097	0	16572	
28673	0	16645	
1	0	18	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0 ] m  East: [ 0 ] m  Down: [ 0 ] m 
53249	0	16718	
57345	0	16876	
32769	0	16950	
57345	0	17023	
16385	0	17097	
40961	0	17170	
1	0	17244	
24577	0	17317	
49153	0	17390	
8193	0	17464	
1	0	19	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.146291 ] m  East: [ -0.213371 ] m  Down: [ 0.240981 ] m 
32769	0	17537	
20481	0	17695	
61441	0	17768	
20481	0	17842	
45057	0	17915	
4097	0	17989	
28673	0	18062	
53249	0	18135	
12289	0	18209	
36865	0	18282	
1	0	20	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
61441	0	18355	
4097	0	18514	
45057	0	18587	
4097	0	18661	
28673	0	18734	
53249	0	18807	
12289	0	18881	
36865	0	18954	
61441	0	19027	
20481	0	19101	
1	0	21	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
45057	0	19174	
53249	0	19333	
28673	0	19407	
53249	0	19480	
12289	0	19554	
36865	0	19627	
61441	0	19700	
20481	0	19774	
45057	0	19847	
4097	0	19921	
1	0	22	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.00735001 ] m  East: [ -0.26056 ] m  Down: [ -0.494525 ] m 
28673	0	19994	
16385	0	20152	
57345	0	20225	
16385	0	20299	
40961	0	20372	
1	0	20446	
24577	0	20519	
49153	0	20592	
8193	0	20666	
32769	0	20739	
1	0	23	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.00735001 ] m  East: [ -0.26056 ] m  Down: [ -0.494525 ] m 
57345	0	20812	
1	0	11436	
40961	0	21052	
1	0	21126	
24577	0	21199	
49153	0	21272	
8193	0	21346	
32769	0	21419	
57345	0	21492	
16385	0	21566	
1	0	24	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
40961	0	21639	
36865	0	21797	
12289	0	21871	
36865	0	21944	
61441	0	22017	
20481	0	22091	
45057	0	22164	
4097	0	22238	
28673	0	22311	
53249	0	22384	
1	0	25	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
12289	0	22458	
32769	0	22616	
8193	0	22690	
32769	0	22763	
57345	0	22836	
16385	0	22910	
32769	0	22983	
49153	0	23056	
1	0	23130	
40961	0	26339	
1	0	26	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.281325 ] m  East: [ -0.213371 ] m  Down: [ -0.0181424 ] m 
61441	0	26412	
24577	0	26571	
57345	0	26644	
12289	0	26718	
32769	0	26791	
53249	0	26864	
8193	0	26938	
28673	0	27011	
49153	0	27084	
4097	0	27158	
1	0	27	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.281325 ] m  East: [ -0.213371 ] m  Down: [ -0.0181424 ] m 
24577	0	27231	
45057	0	27388	
12289	0	27462	
32769	0	27535	
53249	0	27608	
8193	0	27682	
28673	0	27755	
49153	0	27828	
4097	0	27902	
24577	0	27975	
1	0	28	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.281325 ] m  East: [ -0.213371 ] m  Down: [ -0.0181424 ] m 
45057	0	28048	
36865	0	28206	
4097	0	28280	
24577	0	28353	
45057	0	28426	
1	0	28500	
20481	0	28573	
40961	0	28646	
61441	0	28719	
16385	0	28793	
1	0	29	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.281325 ] m  East: [ -0.213371 ] m  Down: [ -0.0181424 ] m 
36865	0	28866	
12289	0	29024	
45057	0	29097	
1	0	29171	
20481	0	29244	
40961	0	29317	
61441	0	29390	
16385	0	29464	
36865	0	29537	
57345	0	29610	
1	0	30	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
12289	0	29684	
36865	0	29841	
4097	0	29915	
24577	0	29988	
45057	0	30061	
1	0	30135	
20481	0	30208	
40961	0	30281	
61441	0	30354	
16385	0	30428	
1	0	31	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
36865	0	30501	
12289	0	30659	
45057	0	30732	
1	0	30806	
20481	0	30879	
40961	0	30952	
61441	0	31025	
16385	0	31099	
36865	0	31172	
57345	0	31245	
1	0	32	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.153641 ] m  East: [ -0.473931 ] m  Down: [ -0.253544 ] m 
12289	0	31319	
4097	0	31477	
36865	0	31550	
57345	0	31623	
12289	0	31697	
32769	0	31770	
53249	0	31843	
8193	0	31917	
28673	0	31990	
49153	0	32063	
1	0	33	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.146291 ] m  East: [ -0.213371 ] m  Down: [ 0.240981 ] m 
4097	0	32137	
45057	0	32294	
12289	0	32368	
32769	0	32441	
53249	0	32514	
8193	0	32588	
28673	0	32661	
49153	0	32734	
4097	0	32808	
24577	0	32881	
1	0	34	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.153641 ] m  East: [ -0.473931 ] m  Down: [ -0.253544 ] m 
45057	0	32954	
36865	0	33111	
4097	0	33185	
24577	0	33258	
45057	0	33331	
1	0	33405	
20481	0	33478	
40961	0	33551	
61441	0	33624	
16385	0	33698	
1	0	35	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
36865	0	33771	
28673	0	33929	
61441	0	34002	
16385	0	34076	
36865	0	34149	
57345	0	34222	
12289	0	34296	
32769	0	34369	
53249	0	34442	
8193	0	34516	
1	0	36	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
28673	0	34589	
45057	0	34746	
12289	0	34820	
32769	0	34893	
53249	0	34966	
8193	0	35040	
28673	0	35113	
49153	0	35186	
4097	0	35260	
24577	0	35333	
1	0	37	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.153641 ] m  East: [ -0.473931 ] m  Down: [ -0.253544 ] m 
45057	0	35406	
12289	0	35565	
45057	0	35638	
1	0	35712	
20481	0	35785	
40961	0	35858	
61441	0	35931	
16385	0	36005	
36865	0	36078	
57345	0	36151	
1	0	38	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.153641 ] m  East: [ -0.473931 ] m  Down: [ -0.253544 ] m 
12289	0	36225	
4097	0	36383	
36865	0	36456	
57345	0	36529	
12289	0	36603	
32769	0	36676	
53249	0	36749	
8193	0	36823	
28673	0	36896	
49153	0	36969	
1	0	39	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.307281 ] m  East: [ -0.947861 ] m  Down: [ -0.507087 ] m 
4097	0	37043	
49153	0	37200	
16385	0	37274	
36865	0	37347	
57345	0	37420	
12289	0	37494	
32769	0	37567	
53249	0	37640	
8193	0	37714	
28673	0	37787	
1	0	40	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.307281 ] m  East: [ -0.947861 ] m  Down: [ -0.507087 ] m 
49153	0	37860	
4097	0	38018	
36865	0	38091	
57345	0	38164	
12289	0	38238	
32769	0	38311	
53249	0	38384	
8193	0	38458	
28673	0	38531	
49153	0	38604	
1	0	41	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.307281 ] m  East: [ -0.947861 ] m  Down: [ -0.507087 ] m 
4097	0	38678	
45057	0	38835	
12289	0	38909	
32769	0	38982	
53249	0	39055	
57345	0	39128	
12289	0	39202	
32769	0	39275	
53249	0	39348	
8193	0	39422	
1	0	42	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.153641 ] m  East: [ -0.473931 ] m  Down: [ -0.253544 ] m 
28673	0	39495	
4097	0	39653	
36865	0	39726	
57345	0	39799	
12289	0	39873	
32769	0	39946	
53249	0	40019	
8193	0	40093	
32769	0	40166	
53249	0	40239	
1	0	43	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.127684 ] m  East: [ -0.687302 ] m  Down: [ -0.271686 ] m 
8193	0	40313	
36865	0	40470	
4097	0	40544	
24577	0	40617	
49153	0	40690	
4097	0	40764	
24577	0	40837	
45057	0	40910	
1	0	40984	
20481	0	41057	
1	0	44	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.160991 ] m  East: [ -0.73449 ] m  Down: [ -0.748068 ] m 
40961	0	41130	
12289	0	41289	
45057	0	41362	
1	0	41436	
20481	0	41509	
40961	0	41582	
61441	0	41655	
16385	0	41729	
36865	0	41802	
57345	0	41875	
1	0	45	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.160991 ] m  East: [ -0.73449 ] m  Down: [ -0.748068 ] m 
12289	0	41949	
20481	0	42107	
53249	0	42180	
8193	0	42254	
53249	0	42326	
8193	0	42400	
28673	0	42473	
49153	0	42546	
4097	0	42620	
24577	0	42693	
1	0	46	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.442316 ] m  East: [ -0.521119 ] m  Down: [ -0.729926 ] m 
45057	0	42766	
28673	0	42925	
61441	0	42998	
16385	0	43072	
61441	0	20970	
8193	0	43234	
28673	0	43307	
57345	0	43380	
12289	0	43454	
32769	0	43527	
1	0	47	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.374798 ] m  East: [ -0.73449 ] m  Down: [ -0.618506 ] m 
53249	0	43600	
57345	0	43759	
24577	0	43833	
4097	0	43906	
24577	0	43979	
45057	0	44052	
1	0	44126	
20481	0	44199	
40961	0	44272	
61441	0	44345	
1	0	48	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.588606 ] m  East: [ -0.73449 ] m  Down: [ -0.488945 ] m 
24577	0	44419	
1	0	44578	
32769	0	44651	
53249	0	44724	
8193	0	44798	
28673	0	44871	
8193	0	44944	
28673	0	45017	
49153	0	45090	
4097	0	45164	
1	0	49	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.588606 ] m  East: [ -0.73449 ] m  Down: [ -0.488945 ] m 
24577	0	45237	
49153	0	45395	
40961	0	45468	
61441	0	45541	
16385	0	45615	
36865	0	45688	
57345	0	45761	
12289	0	45835	
32769	0	45908	
61441	0	45981	
1	0	50	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.588606 ] m  East: [ -0.73449 ] m  Down: [ -0.488945 ] m 
16385	0	46055	
24577	0	46213	
57345	0	46286	
12289	0	46360	
32769	0	46433	
4097	0	46506	
24577	0	46579	
45057	0	46652	
1	0	46726	
20481	0	46799	
1	0	51	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.588606 ] m  East: [ -0.73449 ] m  Down: [ -0.488945 ] m 
40961	0	46872	
53249	0	47030	
20481	0	47104	
40961	0	47177	
61441	0	47250	
16385	0	47324	
36865	0	47397	
57345	0	47470	
12289	0	47544	
36865	0	47617	
1	0	52	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.288675 ] m  East: [ -0.0471887 ] m  Down: [ -0.476382 ] m 
57345	0	47690	
57345	4294967269	47848	
24577	0	47922	
45057	0	47995	
1	0	48069	
61441	0	48141	
16385	0	48215	
36865	0	48288	
57345	0	48361	
12289	0	48435	
1	0	53	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.0748671 ] m  East: [ -0.0471887 ] m  Down: [ -0.605944 ] m 
32769	0	48508	
16385	0	48666	
49153	0	48739	
4097	0	48813	
24577	0	48886	
45057	0	48959	
1	0	49033	
20481	0	49106	
49153	0	49179	
4097	0	49253	
1	0	54	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
24577	0	49326	
4097	0	49485	
36865	0	49558	
57345	0	49631	
36865	0	49704	
57345	0	49777	
12289	0	49851	
32769	0	49924	
53249	0	49997	
8193	0	50071	
1	0	55	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
28673	0	50144	
40961	0	50302	
8193	0	50376	
28673	0	50449	
49153	0	50522	
4097	0	50596	
24577	0	50669	
4097	0	50742	
24577	0	50815	
45057	0	50888	
1	0	56	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0 ] m  East: [ 0 ] m  Down: [ 0 ] m 
1	3047207833	50962	
24577	0	51131	
57345	0	51204	
53249	0	51276	
8193	0	51350	
28673	0	51423	
49153	0	51496	
4097	0	51570	
24577	0	51643	
45057	0	51716	
1	0	57	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
8193	0	51790	
28673	0	51948	
61441	0	52021	
16385	0	52095	
36865	0	52168	
57345	0	52241	
45057	0	52314	
1	0	52388	
20481	0	52461	
40961	0	52534	
1	0	58	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
61441	0	52607	
49153	0	52772	
1	0	52846	
20481	0	52919	
40961	0	52992	
61441	0	53065	
16385	0	53139	
36865	0	53212	
57345	0	53285	
12289	0	53359	
1	0	59	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
28673	0	53432	
4097	0	53591	
36865	0	53664	
57345	0	53737	
12289	0	53811	
32769	0	53884	
8193	0	53957	
28673	0	54030	
49153	0	54103	
4097	0	54177	
1	0	60	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
24577	0	54250	
49153	0	54408	
40961	0	54481	
61441	0	54554	
16385	0	54628	
36865	0	54701	
57345	0	54774	
12289	0	54848	
32769	0	54921	
61441	0	54994	
1	0	61	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
16385	0	55068	
24577	0	55226	
57345	0	55299	
12289	0	55373	
32769	0	55446	
12289	0	55519	
32769	0	55592	
53249	0	55665	
8193	0	55739	
28673	0	55812	
1	0	62	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
49153	0	55885	
1	0	56044	
32769	0	56117	
53249	0	56190	
8193	0	56264	
28673	0	56337	
49153	0	56410	
4097	0	56484	
32769	0	56557	
53249	0	56630	
1	0	63	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
8193	0	56704	
57345	0	56867	
24577	0	56941	
45057	0	57014	
49153	0	57087	
4097	0	57161	
24577	0	57234	
45057	0	57307	
1	0	57381	
20481	0	57454	
1	0	64	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
40961	0	57527	
28673	0	57690	
61441	0	57763	
16385	0	57837	
36865	0	57910	
57345	0	57983	
12289	0	58057	
16385	0	58130	
36865	0	58203	
57345	0	58276	
1	0	65	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
12289	0	58350	
53249	0	58508	
20481	0	58582	
1	0	58655	
20481	0	58728	
40961	0	58801	
61441	0	58874	
16385	0	58948	
36865	0	59021	
57345	0	59094	
1	0	66	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.367448 ] m  East: [ -0.473931 ] m  Down: [ -0.123982 ] m 
45057	0	59167	
24577	0	59326	
57345	0	59399	
12289	0	59473	
32769	0	59546	
53249	0	59619	
8193	0	59693	
53249	0	59765	
8193	0	59839	
28673	0	59912	
1	0	67	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.367448 ] m  East: [ -0.473931 ] m  Down: [ -0.123982 ] m 
49153	0	59985	
8193	0	60144	
40961	0	60217	
16385	0	60290	
36865	0	60363	
57345	0	60436	
12289	0	60510	
32769	0	60583	
53249	0	60656	
8193	0	60730	
1	0	68	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.367448 ] m  East: [ -0.473931 ] m  Down: [ -0.123982 ] m 
36865	0	60803	
45057	0	60961	
12289	0	61035	
32769	0	61108	
53249	0	61181	
8193	0	61255	
12289	0	61328	
32769	0	61401	
53249	0	61474	
8193	0	61548	
1	0	69	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
28673	0	61621	
20481	0	61780	
12289	0	61853	
32769	0	61926	
53249	0	61999	
8193	0	62073	
28673	0	62146	
49153	0	62219	
4097	0	62293	
32769	0	62366	
1	0	70	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.0675171 ] m  East: [ -0.213371 ] m  Down: [ 0.111419 ] m 
53249	0	62439	
28673	0	62598	
61441	0	62671	
16385	0	62745	
36865	0	62818	
16385	0	62891	
36865	0	62964	
57345	0	63037	
12289	0	63111	
32769	0	63184	
1	0	71	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0 ] m  East: [ 0 ] m  Down: [ 0 ] m 
53249	0	63257	
1	0	63362	
4097	0	63419	
24577	0	63492	
45057	0	63565	
1	0	63639	
20481	0	63712	
40961	0	63785	
61441	0	63858	
24577	0	63932	
1	0	72	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0 ] m  East: [ 0 ] m  Down: [ 0 ] m 
45057	0	64005	
4097	0	64164	
36865	0	64237	
57345	0	64310	
12289	0	64384	
49153	0	64456	
4097	0	64530	
24577	0	64603	
45057	0	64676	
1	0	64750	
1	1683173031	73	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0 ] m  East: [ 0 ] m  Down: [ 0 ] m 
20481	0	64823	
40961	0	64981	
8193	0	65055	
28673	0	65128	
49153	0	65201	
4097	0	65275	
24577	0	65348	
45057	0	65421	
1	0	65495	
24577	0	32	
1	0	74	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
45057	0	105	
32769	0	263	
1	0	337	
20481	0	410	
40961	0	483	
16385	0	556	
36865	0	629	
57345	0	702	
12289	0	776	
32769	0	849	
1	0	75	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
53249	0	922	
4097	0	1081	
36865	0	1154	
57345	0	1227	
12289	0	1301	
32769	0	1374	
53249	0	1447	
8193	0	1521	
36865	0	1594	
57345	0	1667	
1	0	76	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
12289	0	1741	
20481	0	1899	
53249	0	1972	
8193	0	2046	
53249	0	2118	
8193	0	2192	
28673	0	2265	
49153	0	2338	
4097	0	2412	
24577	0	2485	
1	0	77	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
45057	0	2558	
12289	0	2717	
45057	0	2790	
1	0	2864	
20481	0	2937	
40961	0	3010	
61441	0	3083	
40961	0	3156	
61441	0	3229	
16385	0	3303	
1	0	78	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
36865	0	3376	
12289	0	3535	
45057	0	3608	
24577	0	3681	
45057	0	3754	
1	0	3828	
20481	0	3901	
40961	0	3974	
61441	0	4047	
16385	0	4121	
